center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,0.0,,150,150,0,,,,,,,,,,c-2,noss,0,left,1.2272644580007182,None,None,,,,,,,,,,,0,150,150,774,769.208939832999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.2038130000001,769.208939832999,769.692813624999,769.692813624999,769.7677242080026,769.7677242080026,770.443045,left,1.2272644580007182,None,770.4431676669992,770.4432205830017,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,151,151,0,,,,,,,,,,c-2,poss,100,left,1.3000656250005704,None,None,,,,,,,,,,,0,151,151,3,770.4541057079987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.445726124999,770.4541057079987,770.9433234579992,770.9433234579992,771.0178864170011,771.0178864170011,771.7592596670002,left,1.3000656250005704,None,771.759368250001,771.7594102919975,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,152,152,0,,,,,,,,,,c+0,negs,100,right,1.2815278750058496,None,None,,,,,,,,,,,0,152,152,594,771.7699372499992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771.7616557500005,771.7699372499992,772.2597932499993,772.2597932499993,772.3348702080038,772.3348702080038,773.0539438330015,right,1.2815278750058496,None,773.0540796249988,773.0541457500003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,153,153,0,,,,,,,,,,c-4,noss,0,left,1.2322926659981022,None,None,,,,,,,,,,,0,153,153,675,773.0645562080026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.056451000004,773.0645562080026,773.5509521670028,773.5509521670028,773.6231195,773.6231195,774.303855750004,left,1.2322926659981022,None,774.3040064169982,774.3040652080017,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,154,154,0,,,,,,,,,,c+2,negs,100,right,1.087506415999087,None,None,,,,,,,,,,,0,154,154,620,774.314444167001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.3064479169989,774.314444167001,774.8012096669991,774.8012096669991,774.8729480830007,774.8729480830007,775.404749082998,right,1.087506415999087,None,775.4048959580032,775.4049505420044,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,155,155,0,,,,,,,,,,c+4,noss,0,right,1.8927902089999407,None,None,,,,,,,,,,,0,155,155,988,775.415314292004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.4072906250003,775.415314292004,775.9004317080035,775.9004317080035,775.9733487920021,775.9733487920021,777.3204911670036,right,1.8927902089999407,None,777.3205998749982,777.3206428330013,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,156,156,0,,,,,,,,,,c-6,negs,100,left,2.604631915994105,None,None,,,,,,,,,,,0,156,156,430,777.3306599170028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.3225934170041,777.3306599170028,777.8179658750014,777.8179658750014,777.8900900829976,777.8900900829976,779.9383853750041,left,2.604631915994105,None,779.9385236250018,779.938579792004,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,157,157,0,,,,,,,,,,c+0,negs,100,right,1.0288807079996332,None,None,,,,,,,,,,,0,157,157,565,779.9496109169995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.9412422500027,779.9496109169995,780.4346557079989,780.4346557079989,780.5063602919981,780.5063602919981,780.987347000002,right,1.0288807079996332,None,780.9874609170001,780.9875039170001,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,158,158,0,,,,,,,,,,c-4,noss,0,left,0.9934131660047569,None,None,,,,,,,,,,,0,158,158,690,780.9974847920021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.989430667003,780.9974847920021,781.4845482079982,781.4845482079982,781.5566822920009,781.5566822920009,781.9932875000013,left,0.9934131660047569,None,781.993390292002,781.9934327919982,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,159,159,0,,,,,,,,,,c+0,negs,100,right,1.0547449579971726,None,None,,,,,,,,,,,0,159,159,608,782.0037044170022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.9953652920012,782.0037044170022,782.493553166998,782.493553166998,782.5686632500001,782.5686632500001,783.0708094580041,right,1.0547449579971726,None,783.0709390420016,783.0709917080021,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,160,160,0,,,,,,,,,,c+2,negs,100,right,1.4441751669946825,None,None,,,,,,,,,,,0,160,160,635,783.0814332500013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0734820830039,783.0814332500013,783.5680435419999,783.5680435419999,783.6403203750015,783.6403203750015,784.5372943750044,right,1.4441751669946825,None,784.537420624998,784.5374742499989,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,161,161,0,,,,,,,,,,c+0,poss,100,left,1.063651332995505,None,None,,,,,,,,,,,0,161,161,65,784.5476748330038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.5394834170002,784.5476748330038,785.034660917001,785.034660917001,785.1077052920009,785.1077052920009,785.6207967079972,left,1.063651332995505,None,785.6209236670038,785.6209769580018,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,162,162,0,,,,,,,,,,c+2,poss,100,left,2.1250919590020203,None,None,,,,,,,,,,,0,162,162,133,785.6313614579994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.6234347920035,785.6313614579994,786.1181704580013,786.1181704580013,786.190479375,786.190479375,787.7596090419975,left,2.1250919590020203,None,787.7597094579978,787.7597522920041,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,163,163,0,,,,,,,,,,c-6,negs,100,right,1.8056894999972428,None,None,,,,,,,,,,,0,163,163,445,787.7707596670007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.7617295000018,787.7707596670007,788.2604925420019,788.2604925420019,788.335617458004,788.335617458004,789.5875506250013,right,1.8056894999972428,None,789.5876802499988,789.5877255419982,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,164,164,0,,,,,,,,,,c-2,noss,0,left,1.6593385829983163,None,None,,,,,,,,,,,0,164,164,744,789.597568792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.5896653750024,789.597568792,790.0849889169986,790.0849889169986,790.1568976670023,790.1568976670023,791.261327500004,left,1.6593385829983163,None,791.2614745000028,791.2615308329987,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,165,165,0,,,,,,,,,,c+1,noss,0,right,6.160436459002085,None,None,,,,,,,,,,,0,165,165,860,791.2716383330044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.2639920830043,791.2716383330044,791.7610316249993,791.7610316249993,791.835488458004,791.835488458004,797.4377205420024,right,6.160436459002085,None,797.4378464580004,797.4379002499991,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,166,166,0,,,,,,,,,,c+4,poss,100,right,1.427793415998167,None,None,,,,,,,,,,,0,166,166,184,797.4482647080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.4402811670006,797.4482647080004,797.9351417920043,797.9351417920043,798.0073913329979,798.0073913329979,798.8877123330021,right,1.427793415998167,None,798.8878411250043,798.8878953750027,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,167,167,0,,,,,,,,,,c-6,negs,100,left,1.0630852920003235,None,None,,,,,,,,,,,0,167,167,439,798.8982220000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.8902164579995,798.8982220000034,799.3842986669988,799.3842986669988,799.4589575830032,799.4589575830032,799.9713055829998,left,1.0630852920003235,None,799.9714349580026,799.9714902499982,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,168,168,0,,,,,,,,,,c-2,noss,0,left,1.2774417090040515,None,None,,,,,,,,,,,0,168,168,728,799.9821564169979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.973910875,799.9821564169979,800.4687377079972,800.4687377079972,800.5410188750029,800.5410188750029,801.2712109580025,left,1.2774417090040515,None,801.2713377920008,801.2713899579976,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,169,169,0,,,,,,,,,,c+4,poss,100,left,1.9205867089985986,None,None,,,,,,,,,,,0,169,169,206,801.2817192919974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.2735180000018,801.2817192919974,801.7686317920015,801.7686317920015,801.8423333750034,801.8423333750034,803.205137625002,left,1.9205867089985986,None,803.2052780419981,803.2053408749998,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,170,170,0,,,,,,,,,,c+1,noss,0,right,1.127797165994707,None,None,,,,,,,,,,,0,170,170,845,803.216163750003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.2079366670005,803.216163750003,803.7021370000002,803.7021370000002,803.7743060420034,803.7743060420034,804.3548393750025,right,1.127797165994707,None,804.3549701669981,804.3550251249981,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,171,171,0,,,,,,,,,,c-4,negs,100,left,1.4238985420015524,None,None,,,,,,,,,,,0,171,171,495,804.3652011669983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.3572386250016,804.3652011669983,804.8521096670011,804.8521096670011,804.924995207999,804.924995207999,805.7933641249983,left,1.4238985420015524,None,805.7934882080008,805.7935318329983,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,172,172,0,,,,,,,,,,c-8,negs,100,left,1.1444699589992524,None,None,,,,,,,,,,,0,172,172,389,805.8189744170013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805.795496083003,805.8189744170013,806.2943065,806.2943065,806.3681608749976,806.3681608749976,806.9716932079973,left,1.1444699589992524,None,806.9718589170006,806.9719140829984,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,173,173,0,,,,,,,,,,c-8,negs,100,left,1.3532154999993509,None,None,,,,,,,,,,,0,173,173,390,806.9831610830006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.9745810000022,806.9831610830006,807.4689062920006,807.4689062920006,807.5420952920031,807.5420952920031,808.3389624170013,left,1.3532154999993509,None,808.3391349169979,808.3391907920013,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,174,174,0,,,,,,,,,,c-4,noss,0,left,1.4197594999932335,None,None,,,,,,,,,,,0,174,174,674,808.3501337499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.3419478330034,808.3501337499983,808.8357613749977,808.8357613749977,808.9089437500006,808.9089437500006,809.7815389169991,left,1.4197594999932335,None,809.781650500001,809.7816962920042,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,175,175,0,,,,,,,,,,c+6,poss,100,right,1.2982732910022605,None,None,,,,,,,,,,,0,175,175,267,809.7886003329986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.783667583004,809.7886003329986,810.2782558750041,810.2782558750041,810.3528163329975,810.3528163329975,811.0899747500007,right,1.2982732910022605,None,811.0901275420038,811.0901848330031,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,176,176,0,,,,,,,,,,c+0,poss,100,left,1.374796249998326,None,None,,,,,,,,,,,0,176,176,61,811.1007507920003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0926413330017,811.1007507920003,811.5860268750039,811.5860268750039,811.6580164999978,811.6580164999978,812.4860860420013,left,1.374796249998326,None,812.4861919579998,812.4862358329992,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,177,177,0,,,,,,,,,,c+2,negs,100,right,1.4517548329968122,None,None,,,,,,,,,,,0,177,177,657,812.4935425420044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.4882117079978,812.4935425420044,812.9786118330012,812.9786118330012,813.0528712500018,813.0528712500018,813.9556437080028,right,1.4517548329968122,None,813.9557874169986,813.9558422920018,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,178,178,0,,,,,,,,,,c+4,poss,100,left,2.323462542000925,None,None,,,,,,,,,,,0,178,178,181,813.9666802080028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.9584783750033,813.9666802080028,814.4524489579999,814.4524489579999,814.5243288749989,814.5243288749989,816.2947453750021,left,2.323462542000925,None,816.2948463330031,816.2948885419974,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,179,179,0,,,,,,,,,,c+4,noss,0,right,1.3693792080011917,None,None,,,,,,,,,,,0,179,179,984,816.3051262500012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.2968266250027,816.3051262500012,816.7946917080044,816.7946917080044,816.8696902079973,816.8696902079973,817.6775627079987,right,1.3693792080011917,None,817.6777082920016,817.6777639580032,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,180,180,0,,,,,,,,,,c-1,noss,0,left,1.4894380409969017,None,None,,,,,,,,,,,0,180,180,836,817.6884609580011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.6799492080027,817.6884609580011,818.1783697080027,818.1783697080027,818.2530980419979,818.2530980419979,819.1887581670017,left,1.4894380409969017,None,819.1889264170022,819.1889829580032,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,181,181,0,,,,,,,,,,c-1,noss,0,left,1.4156861249939539,None,None,,,,,,,,,,,0,181,181,788,819.2002341670013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819.191969749998,819.2002341670013,819.685959041999,819.685959041999,819.7582078749983,819.7582078749983,820.6216252500017,left,1.4156861249939539,None,820.6217340830044,820.6217883749996,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,182,182,0,,,,,,,,,,c+2,negs,100,right,1.3635479169970495,None,None,,,,,,,,,,,0,182,182,644,820.6316850000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.6237368750008,820.6316850000003,821.1185722500013,821.1185722500013,821.1913505830016,821.1913505830016,822.0056584999984,right,1.3635479169970495,None,822.0058465830007,822.0060090000043,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,183,183,0,,,,,,,,,,c+6,poss,100,right,1.6546114590018988,None,None,,,,,,,,,,,0,183,183,254,822.0165967080029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.008531958003,822.0165967080029,822.5021265830001,822.5021265830001,822.5751296250019,822.5751296250019,823.6774739169996,right,1.6546114590018988,None,823.6776135420005,823.6776690000042,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,184,184,0,,,,,,,,,,c+1,noss,0,left,2.0789707500007353,None,None,,,,,,,,,,,0,184,184,851,823.6885688750044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.6800066670039,823.6885688750044,824.1784787080032,824.1784787080032,824.2534280000036,824.2534280000036,825.7719469170042,left,2.0789707500007353,None,825.772048167004,825.7720903750014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,-15.0,,185,185,0,,,,,,,,,,c-2,negs,100,left,1.913416084003984,None,None,,,,,,,,,,,0,185,185,542,825.7822029169984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.7740960419978,825.7822029169984,826.269516417,826.269516417,826.3415943330037,826.3415943330037,827.7055507920013,left,1.913416084003984,None,827.7056588330015,827.7057026670009,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,186,186,0,,,,,,,,,,c+2,negs,100,right,1.2995235420021345,None,None,,,,,,,,,,,0,186,186,626,827.7157566250025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827.7076858330038,827.7157566250025,828.2028971250038,828.2028971250038,828.2753545829983,828.2753545829983,829.0222203750018,right,1.2995235420021345,None,829.022322249999,829.0223641249977,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,187,187,0,,,,,,,,,,c-1,noss,0,left,1.4051097500050673,None,None,,,,,,,,,,,0,187,187,838,829.0323970000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.0243471670037,829.0323970000027,829.5196911669991,829.5196911669991,829.5918497500024,829.5918497500024,830.4406348330012,left,1.4051097500050673,None,830.440787749998,830.4408452080024,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,188,188,0,,,,,,,,,,c+6,poss,100,right,1.3789026250015013,None,None,,,,,,,,,,,0,188,188,268,830.4512633330014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.4430541670008,830.4512633330014,830.9364307920041,830.9364307920041,831.0088538330019,831.0088538330019,831.8390519579989,right,1.3789026250015013,None,831.8391839579999,831.8392369580033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,189,189,0,,,,,,,,,,c-1,noss,0,left,2.4545230829971842,None,None,,,,,,,,,,,0,189,189,796,831.8499348330006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.8416673329994,831.8499348330006,832.3366107080001,832.3366107080001,832.4090016249975,832.4090016249975,834.3158392080004,left,2.4545230829971842,None,834.3159424580008,834.3160125830036,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-6,-15.0,,190,190,0,,,,,,,,,,c-6,negs,100,left,1.3812447090022033,None,None,,,,,,,,,,,0,190,190,423,834.3226973749988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.3179418330037,834.3226973749988,834.8122900829985,834.8122900829985,834.8871013750031,834.8871013750031,835.7062981249983,left,1.3812447090022033,None,835.7064014580028,835.7064435420034,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,0.0,,191,191,0,,,,,,,,,,c-2,noss,0,left,2.3213264160003746,None,None,,,,,,,,,,,0,191,191,779,835.7167165420033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.7087294579978,835.7167165420033,836.2031580000039,836.2031580000039,836.2761780420042,836.2761780420042,838.0494746250042,left,2.3213264160003746,None,838.0495789170018,838.0496268330025,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
