center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
1.166666666666667,15.0,,193,193,0,,,,,,,,,,m3,poss,100,left,0.9386303329956718,None,None,,,,,,,,,,,0,193,193,28,288.45304849999957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.444794832998,288.45304849999957,288.93974125000386,288.93974125000386,289.01183716599917,289.01183716599917,289.39813333300117,left,0.9386303329956718,None,289.3982529999994,289.39830662500026,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,194,194,0,,,,,,,,,,m3,poss,100,left,1.0486073749998468,None,None,,,,,,,,,,,0,194,194,2,289.40842591600085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.40032908300054,289.40842591600085,289.89886470799684,289.89886470799684,289.97352845800197,289.97352845800197,290.4595522910022,left,1.0486073749998468,None,290.4596779159983,290.459734707998,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,195,195,0,,,,,,,,,,m2,negs,100,left,0.9892206660006195,None,None,,,,,,,,,,,0,195,195,328,290.47048629100027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4621616250006,290.47048629100027,290.9564177909997,290.9564177909997,291.02931816600176,291.02931816600176,291.46383358300227,left,0.9892206660006195,None,291.46392945799744,291.4639726250025,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,196,196,0,,,,,,,,,,p3,poss,100,right,1.1574328749993583,None,None,,,,,,,,,,,0,196,196,278,291.474074208003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4658410830016,291.474074208003,291.9652866660035,291.9652866660035,292.0404572499974,292.0404572499974,292.642714374997,right,1.1574328749993583,None,292.64294470800087,292.64308137499756,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,197,197,0,,,,,,,,,,p1,noss,0,right,1.5227081249977346,None,None,,,,,,,,,,,0,197,197,640,292.65377704099956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.64551958299853,292.65377704099956,293.1398678330006,293.1398678330006,293.2119034999996,293.2119034999996,294.18220112499694,right,1.5227081249977346,None,294.18231783300143,294.1823722909976,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,198,198,0,,,,,,,,,,m3,negs,100,left,1.0383697079960257,None,None,,,,,,,,,,,0,198,198,301,294.1926597499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.18433029099833,294.1926597499987,294.68281533299887,294.68281533299887,294.7570373749986,294.7570373749986,295.2425361659989,left,1.0383697079960257,None,295.2426642499995,295.24271870800294,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,199,199,0,,,,,,,,,,p2,poss,100,left,1.239368791000743,None,None,,,,,,,,,,,0,199,199,229,295.2528459160021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.24474941600056,295.2528459160021,295.7399948329985,295.7399948329985,295.8124315829991,295.8124315829991,296.4983507910001,left,1.239368791000743,None,296.49850420800067,296.49856787500175,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,200,200,0,,,,,,,,,,p1,poss,100,left,1.0907244580012048,None,None,,,,,,,,,,,0,200,200,196,296.5092695830026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.50091541599977,296.5092695830026,296.9988420410009,296.9988420410009,297.0738261250008,297.0738261250008,297.60909329100105,left,1.0907244580012048,None,297.60919316599757,297.6092362499985,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,201,201,0,,,,,,,,,,p1,noss,0,left,1.4635425419983221,None,None,,,,,,,,,,,0,201,201,649,297.61911433299974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.6111502909989,297.61911433299974,298.1068184579999,298.1068184579999,298.17878237499826,298.17878237499826,299.0928024160021,left,1.4635425419983221,None,299.09292970800016,299.092984875002,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,202,202,0,,,,,,,,,,m2,noss,0,left,1.1063824170050793,None,None,,,,,,,,,,,0,202,202,580,299.10353891600244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.095410832997,299.10353891600244,299.58918699999776,299.58918699999776,299.66316825000104,299.66316825000104,300.214255040999,left,1.1063824170050793,None,300.21435008299886,300.21439279100014,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,203,203,0,,,,,,,,,,p1,noss,0,left,1.0784161660048994,None,None,,,,,,,,,,,0,203,203,642,300.22422324999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.21628225000313,300.22422324999934,300.71635162500024,300.71635162500024,300.7906651250014,300.7906651250014,301.3089240409972,left,1.0784161660048994,None,301.3090240829988,301.3090707500014,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,204,204,0,,,,,,,,,,p2,poss,100,left,1.176424582998152,None,None,,,,,,,,,,,0,204,204,213,301.31897700000263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.31099641600304,301.31897700000263,301.80693849999807,301.80693849999807,301.8788518750007,301.8788518750007,302.49944125000184,left,1.176424582998152,None,302.4995335409985,302.4995764999985,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-0.5,0.0,,205,205,0,,,,,,,,,,m1,noss,0,left,1.098001167003531,None,None,,,,,,,,,,,0,205,205,602,302.5096057499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.50149149999925,302.5096057499977,302.9992128329977,302.9992128329977,303.07385695799894,303.07385695799894,303.610285666,left,1.098001167003531,None,303.6104469159982,303.61050670799887,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,206,206,0,,,,,,,,,,m3,negs,100,left,1.0401309590015444,None,None,,,,,,,,,,,0,206,206,294,303.62165025000286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.61331987500307,303.62165025000286,304.10687454100116,304.10687454100116,304.17914766600006,304.17914766600006,304.66433733300073,left,1.0401309590015444,None,304.6644339159975,304.66447662500286,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,207,207,0,,,,,,,,,,m1,poss,100,left,1.052835791997495,None,None,,,,,,,,,,,0,207,207,103,304.6742845830013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.66637170800095,304.6742845830013,305.1656814579983,305.1656814579983,305.24080816600326,305.24080816600326,305.73250820799876,left,1.052835791997495,None,305.7326299159977,305.7326847910008,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,208,208,0,,,,,,,,,,m1,negs,100,left,1.0535186249981052,None,None,,,,,,,,,,,0,208,208,366,305.74307950000366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.73482066600263,305.74307950000366,306.2327753330028,306.2327753330028,306.30771749999985,306.30771749999985,306.7990649159983,left,1.0535186249981052,None,306.7991681659987,306.7992119999981,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,209,209,0,,,,,,,,,,m3,poss,100,left,1.0146879579988308,None,None,,,,,,,,,,,0,209,209,0,306.80947325000307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.80114937500184,306.80947325000307,307.29910483300046,307.29910483300046,307.37420454100356,307.37420454100356,307.8269409159984,left,1.0146879579988308,None,307.8270923329983,307.8271535410022,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,210,210,0,,,,,,,,,,p2,noss,0,left,0.9168803749998915,None,None,,,,,,,,,,,0,210,210,669,307.8376115830033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.82937829099683,307.8376115830033,308.3236558330027,308.3236558330027,308.39697441599856,308.39697441599856,308.75992220800254,left,0.9168803749998915,None,308.7600833750039,308.76014033299725,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,211,211,0,,,,,,,,,,p2,poss,100,right,1.2538685000035912,None,None,,,,,,,,,,,0,211,211,215,308.77091470800224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.76272604100086,308.77091470800224,309.2570337080033,309.2570337080033,309.32883045799827,309.32883045799827,310.02716274999693,right,1.2538685000035912,None,310.0272768750001,310.0273225830024,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,212,212,0,,,,,,,,,,p2,poss,100,right,1.2058937499969034,None,None,,,,,,,,,,,0,212,212,206,310.03695137499744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.02928904099826,310.03695137499744,310.5237504999968,310.5237504999968,310.5962892910029,310.5962892910029,311.2481043329972,right,1.2058937499969034,None,311.2482297500028,311.248291625001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,213,213,0,,,,,,,,,,m3,negs,100,left,1.224920499997097,None,None,,,,,,,,,,,0,213,213,283,311.2740338329968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.25029995800287,311.2740338329968,311.7496274579971,311.7496274579971,311.82437441599905,311.82437441599905,312.5100679160023,left,1.224920499997097,None,312.51023404100124,312.5102889159971,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,214,214,0,,,,,,,,,,p3,negs,100,right,1.112290375000157,None,None,,,,,,,,,,,0,214,214,540,312.5211329160011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.5129205830017,312.5211329160011,313.0073741660017,313.0073741660017,313.0796439159967,313.0796439159967,313.64337749999686,right,1.112290375000157,None,313.64353079099965,313.643588166,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,215,215,0,,,,,,,,,,m3,negs,100,left,1.4936362500011455,None,None,,,,,,,,,,,0,215,215,299,313.65440233299887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.6462178330039,313.65440233299887,314.1406393750003,314.1406393750003,314.2129443750018,314.2129443750018,315.16011654100294,left,1.4936362500011455,None,315.1602419159972,315.1603095829996,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,216,216,0,,,,,,,,,,m1,poss,100,right,1.2457586669988814,None,None,,,,,,,,,,,0,216,216,93,315.1706654160007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.162643165997,315.1706654160007,315.65736033300345,315.65736033300345,315.7306652909974,315.7306652909974,316.4265409580039,right,1.2457586669988814,None,316.4266659999994,316.4267217500019,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,217,217,0,,,,,,,,,,p3,poss,100,right,1.4382352089960477,None,None,,,,,,,,,,,0,217,217,263,316.4369875830016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.4289739579981,316.4369875830016,316.92398341600347,316.92398341600347,316.9963199999984,316.9963199999984,317.87816304100124,right,1.4382352089960477,None,317.8783176249999,317.87837566599774,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,218,218,0,,,,,,,,,,p3,poss,100,right,1.006722374993842,None,None,,,,,,,,,,,0,218,218,242,317.88860945800116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.8805112080008,317.88860945800116,318.3740961250005,318.3740961250005,318.44615733299725,318.44615733299725,318.8986942909978,right,1.006722374993842,None,318.89879466599814,318.8988399160007,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,219,219,0,,,,,,,,,,PSE,negs,100,left,1.3281633750011679,None,None,,,,,,,,,,,0,219,219,417,318.92426587500086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.900752708003,318.92426587500086,319.3997642079994,319.3997642079994,319.4746796250038,319.4746796250038,320.26048995800375,left,1.3281633750011679,None,320.2606264999995,320.2606833329992,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,220,220,0,,,,,,,,,,PSE,noss,0,right,1.3820472079969477,None,None,,,,,,,,,,,0,220,220,623,320.2709536659968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.2629435409981,320.2709536659968,320.7574026660004,320.7574026660004,320.8297891659968,320.8297891659968,321.6602490829973,right,1.3820472079969477,None,321.6603780000005,321.66043450000143,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.0,0.0,,221,221,0,,,,,,,,,,PSE,noss,0,right,1.1240225000001374,None,None,,,,,,,,,,,0,221,221,629,321.67030429100123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6623454579967,321.67030429100123,322.15753341600066,322.15753341600066,322.229876874997,322.229876874997,322.7995855830013,right,1.1240225000001374,None,322.79970737500116,322.79976324999734,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,222,222,0,,,,,,,,,,PSE,negs,100,right,1.2816546250032843,None,None,,,,,,,,,,,0,222,222,427,322.809954999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.8017048749971,322.809954999997,323.2998355000018,323.2998355000018,323.3748303329994,323.3748303329994,324.09420800000225,right,1.2816546250032843,None,324.0943455000015,324.094402540999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,223,223,0,,,,,,,,,,p2,poss,100,right,1.0262175000025309,None,None,,,,,,,,,,,0,223,223,237,324.1046496249983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.09660254100163,324.1046496249983,324.59104441600357,324.59104441600357,324.6636901660022,324.6636901660022,325.1337336249999,right,1.0262175000025309,None,325.1338846660001,325.13394100000005,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,224,224,0,,,,,,,,,,m1,poss,100,right,1.1171805420017336,None,None,,,,,,,,,,,0,224,224,92,325.1441352080001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.13597075000143,325.1441352080001,325.63368329100194,325.63368329100194,325.7078184999991,325.7078184999991,326.26562266600376,right,1.1171805420017336,None,326.26571954099927,326.2657626250002,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,225,225,0,,,,,,,,,,PSE,negs,100,right,1.009564040999976,None,None,,,,,,,,,,,0,225,225,409,326.29122883299715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.26766108300217,326.29122883299715,326.7663628750015,326.7663628750015,326.8415783329983,326.8415783329983,327.3105248749998,right,1.009564040999976,None,327.3106512910017,327.3107067910023,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,226,226,0,,,,,,,,,,p3,poss,100,right,0.9542235410044668,None,None,,,,,,,,,,,0,226,226,268,327.3212650830028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.31311950000236,327.3212650830028,327.8079088329978,327.8079088329978,327.8806353330001,327.8806353330001,328.2780870409988,right,0.9542235410044668,None,328.2782139999981,328.2782699579984,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,227,227,0,,,,,,,,,,m2,noss,0,right,1.2643662080008653,None,None,,,,,,,,,,,0,227,227,583,328.2885446250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.28067920800095,328.2885446250002,328.77466491600353,328.77466491600353,328.8463763749969,328.8463763749969,329.5606558750005,right,1.2643662080008653,None,329.56082150000293,329.56100320800033,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,228,228,0,,,,,,,,,,m2,negs,100,right,1.150482082994131,None,None,,,,,,,,,,,0,228,228,341,329.5716917910031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5635247500031,329.5716917910031,330.0578616249986,330.0578616249986,330.13075487499736,330.13075487499736,330.727630207999,right,1.150482082994131,None,330.7277756659969,330.72783566600265,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,229,229,0,,,,,,,,,,m1,poss,100,left,1.441609832996619,None,None,,,,,,,,,,,0,229,229,82,330.7381042499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.72993641599896,330.7381042499983,331.22459833299945,331.22459833299945,331.2969277910015,331.2969277910015,332.1840493330019,left,1.441609832996619,None,332.1842026660015,332.18425783300336,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,230,230,0,,,,,,,,,,p3,negs,100,right,1.17540820800059,None,None,,,,,,,,,,,0,230,230,533,332.19416150000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1863075000001,332.19416150000325,332.6844976249995,332.6844976249995,332.758531958003,332.758531958003,333.37739491600223,right,1.17540820800059,None,333.3775493330031,333.37760466599866,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,231,231,0,,,,,,,,,,p2,noss,0,right,0.9552842080011033,None,None,,,,,,,,,,,0,231,231,661,333.388990833002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.38057500000286,333.388990833002,333.8745727909991,333.8745727909991,333.947000375003,333.947000375003,334.3505772080025,right,0.9552842080011033,None,334.35070195799926,334.35075716600113,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.0,0.0,,232,232,0,,,,,,,,,,p2,noss,0,right,1.0137398750011926,None,None,,,,,,,,,,,0,232,232,670,334.3611752910001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3530186249991,334.3611752910001,334.8507139580033,334.8507139580033,334.9240667080012,334.9240667080012,335.3777832909982,right,1.0137398750011926,None,335.3779299579983,335.37798879099864,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,233,233,0,,,,,,,,,,PSE,poss,100,right,0.9713289169958443,None,None,,,,,,,,,,,0,233,233,124,335.38797737500136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.3800085410039,335.38797737500136,335.87472554099804,335.87472554099804,335.94700554099836,335.94700554099836,336.3701796250025,right,0.9713289169958443,None,336.3702767499999,336.3703203749974,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,234,234,0,,,,,,,,,,p3,negs,100,right,1.047325790998002,None,None,,,,,,,,,,,0,234,234,529,336.37764354100364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.3722574580024,336.37764354100364,336.86722225000267,336.86722225000267,336.9418725409996,336.9418725409996,337.4274295830037,right,1.047325790998002,None,337.42753158300184,337.4275734160037,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,235,235,0,,,,,,,,,,m2,negs,100,left,1.3265428750019055,None,None,,,,,,,,,,,0,235,235,357,337.43747829100175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.42949904099805,337.43747829100175,337.9248550830016,337.9248550830016,337.99685329099884,337.99685329099884,338.7665287080017,left,1.3265428750019055,None,338.7666889579996,338.76674354100396,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
