center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
8,15.0,,221,221,0,,,,,100,0,,,,,c+8,poss,1.0,period,1.3915709999855608,None,None,,,,,,,,,,,0,221,221,237,518.4525976660079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.4439868330373,518.4525976660079,519.4399225410307,519.4399225410307,519.4399225410307,519.5119110410451,519.5119110410451,519.5119110410451,519.8474906250485,period,1.3915709999855608,None,519.8475897909957,519.847633041034,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,222,222,0,,,,,100,0,,,,,c-2,negs,1.25,z,1.8647421250352636,None,None,,,,,,,,,,,0,222,222,413,519.858605416026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.8496565000387,519.858605416026,521.1001165829948,521.1001165829948,521.1001165829948,521.1735691250069,521.1735691250069,521.1735691250069,521.7260127080372,z,1.8647421250352636,None,521.726172958035,521.7262311250088,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,223,223,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.6928512080339715,None,None,,,,,,,,,,,0,223,223,663,521.7377117080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7285080830334,521.7377117080032,522.973093208042,522.973093208042,522.973093208042,523.0456734580221,523.0456734580221,523.0456734580221,523.4425168330199,period,1.6928512080339715,None,523.4426401660312,523.4426957080141,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,224,224,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.3546458749915473,None,None,,,,,,,,,,,0,224,224,703,523.4540768330335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.4452270000475,523.4540768330335,524.4388385830098,524.4388385830098,524.4388385830098,524.5118045830168,524.5118045830168,524.5118045830168,524.8153272080235,period,1.3546458749915473,None,524.8154761660262,524.8155337500502,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,225,225,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.3725061250152066,None,None,,,,,,,,,,,0,225,225,436,524.8268480830011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8185496250517,524.8268480830011,525.5662350000348,525.5662350000348,525.5662350000348,525.6403960410389,525.6403960410389,525.6403960410389,526.2094291250105,period,1.3725061250152066,None,526.2095916660037,526.2096536250319,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,226,226,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7362962500192225,None,None,,,,,,,,,,,0,226,226,497,526.2218083330081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.2127466660459,526.2218083330081,527.4565831660293,527.4565831660293,527.4565831660293,527.5293951660278,527.5293951660278,527.5293951660278,527.9703965830267,period,1.7362962500192225,None,527.9705011660117,527.970543125004,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
8,15.0,,227,227,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.1609052080311812,None,None,,,,,,,,,,,0,227,227,231,527.9770304160193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.9725766250049,527.9770304160193,528.7167499579955,528.7167499579955,528.7167499579955,528.7905218750238,528.7905218750238,528.7905218750238,529.1427430410404,period,1.1609052080311812,None,529.1428675409989,529.1429093330516,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-8,-15.0,,228,228,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.4409073339775205,None,None,,,,,,,,,,,0,228,228,264,529.1536638330435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.1448865000275,529.1536638330435,529.8901370830135,529.8901370830135,529.8901370830135,529.9630214160425,529.9630214160425,529.9630214160425,530.5978033330175,z,1.4409073339775205,None,530.5979706250364,530.5980347500299,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,-15.0,,229,229,0,,,,,100,0,,,,,c-2,negs,0.5,period,0.9907626250060275,None,None,,,,,,,,,,,0,229,229,387,530.6094796660473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.6004419160308,530.6094796660473,531.0993089160183,531.0993089160183,531.0993089160183,531.1740460000001,531.1740460000001,531.1740460000001,531.6110808750382,period,0.9907626250060275,None,531.6112548329984,531.6113317080308,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,230,230,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.71822062501451,None,None,,,,,,,,,,,0,230,230,191,531.6227599580307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.6137387080234,531.6227599580307,532.60683600005,532.60683600005,532.60683600005,532.6797105410369,532.6797105410369,532.6797105410369,533.343913040997,period,1.71822062501451,None,533.344080208044,533.3441384580219,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,231,231,0,,,,,100,0,,,,,c+4,poss,0.75,period,0.37336566601879895,None,None,,,,,,,,,,,0,231,231,144,533.3560446660267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3474517500144,533.3560446660267,,,,,,,533.7333459579968,period,0.37336566601879895,None,533.7334982080502,533.7335682080011,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,232,232,0,,,,,100,0,,,,,c+2,poss,1.0,z,4.04297150002094,None,None,,,,,,,,,,,0,232,232,112,533.7437706250348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.7357120829984,533.7437706250348,534.7326468750252,534.7326468750252,534.7326468750252,534.8073777910322,534.8073777910322,534.8073777910322,537.7930328330258,z,4.04297150002094,None,537.7931332910084,537.793175416009,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,233,233,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.3619370419764891,None,None,,,,,,,,,,,0,233,233,14,537.803803457995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.7951830830425,537.803803457995,538.5402902080095,538.5402902080095,538.5402902080095,538.6122459580074,538.6122459580074,538.6122459580074,539.176734541019,z,1.3619370419764891,None,539.1768894580309,539.1769532909966,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,234,234,0,,,,,100,0,,,,,c+2,poss,1.0,z,1.569736915989779,None,None,,,,,,,,,,,0,234,234,109,539.1882920000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.1793246250018,539.1882920000353,540.1731062910403,540.1731062910403,540.1731062910403,540.2456863750122,540.2456863750122,540.2456863750122,540.7600647080108,z,1.569736915989779,None,540.7601116660517,540.7601285410346,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,235,235,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.1411951669724658,None,None,,,,,,,,,,,0,235,235,423,540.7672752910294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.7608996250201,540.7672752910294,541.2571547080297,541.2571547080297,541.2571547080297,541.3291035410366,541.3291035410366,541.3291035410366,541.920254125027,period,1.1411951669724658,None,541.920353708032,541.92039725004,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,236,236,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.4719701249850914,None,None,,,,,,,,,,,0,236,236,608,541.9269027910195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.9223756660358,541.9269027910195,542.6667655000347,542.6667655000347,542.6667655000347,542.7410019999952,542.7410019999952,542.7410019999952,543.4103120000218,z,1.4719701249850914,None,543.4104799160268,543.4105420000269,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,237,237,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.8125687499996275,None,None,,,,,,,,,,,0,237,237,34,543.4220144580468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4129184160265,543.4220144580468,544.6572736250237,544.6572736250237,544.6572736250237,544.7291953330277,544.7291953330277,544.7291953330277,545.2435152080143,z,1.8125687499996275,None,545.2436700410326,545.2437221660512,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,0.0,,238,238,0,,,,,0,100,,,,,c+4,noss,0.75,period,1.792253499967046,None,None,,,,,,,,,,,0,238,238,687,545.2560988330515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.246966958046,545.2560988330515,545.9906246660394,545.9906246660394,545.9906246660394,546.0635441660415,546.0635441660415,546.0635441660415,547.0601819160511,period,1.792253499967046,None,547.0603210830013,547.0603756250348,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
4,15.0,,239,239,0,,,,,100,0,,,,,c+4,poss,0.75,period,0.05265224998584017,None,None,,,,,,,,,,,0,239,239,147,547.0714907080401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0627330410061,547.0714907080401,,,,,,,547.1260832080152,period,0.05265224998584017,None,547.1261835000478,547.1262273330358,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,240,240,0,,,,,100,0,,,,,c+2,poss,1.0,z,1.9098029590095393,None,None,,,,,,,,,,,0,240,240,108,547.1366441660211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.1281957500032,547.1366441660211,548.1239905830007,548.1239905830007,548.1239905830007,548.1969430000172,548.1969430000172,548.1969430000172,549.0576722500264,z,1.9098029590095393,None,549.0577785409987,549.0578221660107,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,-15.0,,241,241,0,,,,,100,0,,,,,c-4,negs,1.0,period,3.983758750022389,None,None,,,,,,,,,,,0,241,241,359,549.0646542500472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0598580410006,549.0646542500472,550.050830541004,550.050830541004,550.050830541004,550.124819040997,550.124819040997,550.124819040997,553.0600777500076,period,3.983758750022389,None,553.0602013750467,553.0602547080489,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,242,242,0,,,,,0,100,,,,,c+0,noss,1.25,period,1.9876011250307783,None,None,,,,,,,,,,,0,242,242,629,553.0709860830102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0623762910254,553.0709860830102,554.3076246250421,554.3076246250421,554.3076246250421,554.3807197500137,554.3807197500137,554.3807197500137,555.061829666025,period,1.9876011250307783,None,555.061977666046,555.0620346250362,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,243,243,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.2097710840171203,None,None,,,,,,,,,,,0,243,243,552,555.0729782910203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.0641660410329,555.0729782910203,555.5571105830022,555.5571105830022,555.5571105830022,555.6293292500195,555.6293292500195,555.6293292500195,556.293729958008,z,1.2097710840171203,None,556.2938510410022,556.2938936250284,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,244,244,0,,,,,100,0,,,,,c-2,poss,1.25,z,1.776924708043225,None,None,,,,,,,,,,,0,244,244,33,556.3044729160029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2958670410444,556.3044729160029,557.5411463750061,557.5411463750061,557.5411463750061,557.613165666,557.613165666,557.613165666,558.0938129160204,z,1.776924708043225,None,558.0939419580391,558.0939984580036,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,-15.0,,245,245,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0660715840058401,None,None,,,,,,,,,,,0,245,245,427,558.1047553750104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.0961030830513,558.1047553750104,558.5909933330258,558.5909933330258,558.5909933330258,558.6634202080313,558.6634202080313,558.6634202080313,559.176773083047,period,1.0660715840058401,None,559.1768717500381,559.1769162080018,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
0,0.0,,246,246,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.2802342909853905,None,None,,,,,,,,,,,0,246,246,603,559.1889746660017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.1802638330264,559.1889746660017,559.9244010000257,559.9244010000257,559.9244010000257,559.9968484580168,559.9968484580168,559.9968484580168,560.4770138330059,period,1.2802342909853905,None,560.4771430410328,560.4771984160179,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,247,247,0,,,,,100,0,,,,,c+6,poss,1.25,period,2.046674166980665,None,None,,,,,,,,,,,0,247,247,202,560.4883827500162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.4797005000291,560.4883827500162,561.7236557910219,561.7236557910219,561.7236557910219,561.7964946660213,561.7964946660213,561.7964946660213,562.5443432910251,period,2.046674166980665,None,562.5444880000432,562.5445472910069,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,15.0,,248,248,0,,,,,100,0,,,,,c+2,poss,0.5,z,1.076218708010856,None,None,,,,,,,,,,,0,248,248,91,562.556277249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.5469539580517,562.556277249998,563.0412716250285,563.0412716250285,563.0412716250285,563.1149861660087,563.1149861660087,563.1149861660087,563.6440529579995,z,1.076218708010856,None,563.6442247910309,563.6442787080305,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-6,-15.0,,249,249,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.2933924589888193,None,None,,,,,,,,,,,0,249,249,300,563.6558276250144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.6469772080309,563.6558276250144,564.1411770000122,564.1411770000122,564.1411770000122,564.2131071250187,564.2131071250187,564.2131071250187,564.9604990410153,z,1.2933924589888193,None,564.9606290410156,564.9606852500001,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,250,250,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.6918909170199186,None,None,,,,,,,,,,,0,250,250,536,564.9720901660039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.9631665410125,564.9720901660039,566.2079950410407,566.2079950410407,566.2079950410407,566.2799012080068,566.2799012080068,566.2799012080068,566.667183750018,z,1.6918909170199186,None,566.6673338750261,566.6673896660213,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,251,251,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.3214772500214167,None,None,,,,,,,,,,,0,251,251,18,566.6774964160286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.6694571250118,566.6774964160286,567.4172650410328,567.4172650410328,567.4172650410328,567.491917041014,567.491917041014,567.491917041014,568.0109348330298,z,1.3214772500214167,None,568.0110625000088,568.0111250000191,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,252,252,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.7542914579971693,None,None,,,,,,,,,,,0,252,252,670,568.0217612500419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0130975000211,568.0217612500419,569.2580989580019,569.2580989580019,569.2580989580019,569.3303679160308,569.3303679160308,569.3303679160308,569.7875827079988,period,1.7542914579971693,None,569.7876849159948,569.787730333046,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,-15.0,,253,253,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.3313288330100477,None,None,,,,,,,,,,,0,253,253,483,569.7943537080428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.7897019160446,569.7943537080428,570.5338346250355,570.5338346250355,570.5338346250355,570.6084001660347,570.6084001660347,570.6084001660347,571.1288950000308,period,1.3313288330100477,None,571.1290421660524,571.1290994580486,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,0.0,,254,254,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.4842987909796648,None,None,,,,,,,,,,,0,254,254,570,571.1408282080083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.1317928750068,571.1408282080083,572.1240958750132,572.1240958750132,572.1240958750132,572.1976602910436,572.1976602910436,572.1976602910436,572.627869833028,z,1.4842987909796648,None,572.6280161660397,572.6280772080063,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
6,15.0,,255,255,0,,,,,100,0,,,,,c+6,poss,1.25,period,1.840289500018116,None,None,,,,,,,,,,,0,255,255,207,572.6393333330052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.630503708031,572.6393333330052,573.8749810410081,573.8749810410081,573.8749810410081,573.947205125005,573.947205125005,573.947205125005,574.4843167910003,period,1.840289500018116,None,574.4844360410352,574.4844927910017,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-4,0.0,,256,256,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5329163340502419,None,None,,,,,,,,,,,0,256,256,527,574.4951067910297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.4869755000109,574.4951067910297,575.4843288330012,575.4843288330012,575.4843288330012,575.5589081250364,575.5589081250364,575.5589081250364,576.0342625000048,z,1.5329163340502419,None,576.0343969160458,576.0344524999964,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,257,257,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.4354471249971539,None,None,,,,,,,,,,,0,257,257,661,576.0448590830201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0365723750438,576.0448590830201,577.0344241660205,577.0344241660205,577.0344241660205,577.1088787500048,577.1088787500048,577.1088787500048,577.4836515830248,period,1.4354471249971539,None,577.4837484160089,577.4837915410171,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
2,0.0,,258,258,0,,,,,0,100,,,,,c+2,noss,0.5,z,1.2669904170325026,None,None,,,,,,,,,,,0,258,258,638,577.4945768330363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.4857413750142,577.4945768330363,577.9850752500352,577.9850752500352,577.9850752500352,578.058938333008,578.058938333008,578.058938333008,578.7666185410344,z,1.2669904170325026,None,578.7667219580035,578.7667653330136,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
-2,15.0,,259,259,0,,,,,100,0,,,,,c-2,poss,0.75,period,2.1142363339895383,None,None,,,,,,,,,,,0,259,259,20,578.7777215000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.7687118330505,578.7777215000242,579.5187243330292,579.5187243330292,579.5187243330292,579.5923106660484,579.5923106660484,579.5923106660484,580.8944024160155,period,2.1142363339895383,None,580.8945302080247,580.8945846660063,None,,,,,,,,,,,,21040109,2,2026-04-21_12h21.40.188,tilt_mocs,2024.2.4,120.86223023056361,2026-04-21 12h21.51.014415 -0400,
