center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,651.7828834999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,8,46,up,0.5,-6.5,-6.5,-30,651.7591135830007,651.7828834999964,652.2595119580001,652.2595119580001,652.3333105409984,652.3333105409984,653.2856705829981,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,653.295513332996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,8,47,up,2,1,1,,653.2874664159972,653.295513332996,653.7827991659942,653.7827991659942,653.8557556659944,653.8557556659944,654.3415464999998,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,654.3514365829978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,9,48,down,1,0,0,,654.3428747910002,654.3514365829978,654.8422172499995,654.8422172499995,654.9166036249953,654.9166036249953,655.4506442909988,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,655.4571651250008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,9,49,up,0.5,2.5,2.5,30,655.4511484579998,655.4571651250008,655.941876541001,655.941876541001,656.0168480409993,656.0168480409993,656.5693373749964,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,656.5795700409944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,9,50,up,1,-1,-1,,656.5711484579952,656.5795700409944,657.0661351659946,657.0661351659946,657.1381197499941,657.1381197499941,657.6863056250004,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,657.6961660409943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,9,51,down,0.5,1.5,1.5,30,657.6879677079996,657.6961660409943,658.1828499999974,658.1828499999974,658.2552263329999,658.2552263329999,658.8119820829961,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,658.8186879999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,9,52,up,2,-4,-4,-30,658.8131231660009,658.8186879999994,659.3085484580006,659.3085484580006,659.383617499996,659.383617499996,659.8855863329954,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,659.8949357909951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,9,53,up,0.5,-6.0,-6.0,-30,659.8869280409999,659.8949357909951,660.3831517910003,660.3831517910003,660.4552352909959,660.4552352909959,660.9025162499966,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,660.9125144159989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,10,54,down,0.5,1.0,1.0,30,660.9040513329965,660.9125144159989,661.3997657079963,661.3997657079963,661.4719298329946,661.4719298329946,662.2359319579991,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,662.2457310829996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,10,55,down,1,-5,-5,-30,662.2373429579966,662.2457310829996,662.7330868329955,662.7330868329955,662.8052371659942,662.8052371659942,663.4860761659947,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,663.4959912909981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,10,56,down,1,-1,-1,,663.4876781659987,663.4959912909981,663.9832204159975,663.9832204159975,664.056330415995,664.056330415995,664.7704870829984,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,664.7803292079989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,10,57,down,0.5,2.0,2.0,30,664.7719605829989,664.7803292079989,665.2665670409988,665.2665670409988,665.3397847499946,665.3397847499946,666.2207093329998,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,666.2304326249941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,10,58,down,0.5,-6.5,-6.5,-30,666.2222669159964,666.2304326249941,666.7165443329941,666.7165443329941,666.7896958329948,666.7896958329948,667.7702419159978,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,667.780029415997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,10,59,down,0.5,-1.5,-1.5,,667.7717443750007,667.780029415997,668.2667501659962,668.2667501659962,668.3390777079985,668.3390777079985,668.8360613330005,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,668.8451478329953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,60,down,0.5,0.5,0.5,30,668.8372293749999,668.8451478329953,669.333557082995,669.333557082995,669.4062092079985,669.4062092079985,669.8027078329978,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,669.8120484159954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,61,down,0.5,1.5,1.5,30,669.803873290999,669.8120484159954,670.3000187500002,670.3000187500002,670.3729817499989,670.3729817499989,671.402966624999,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,671.412365790995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,62,down,0.5,-7.0,-7.0,-30,671.4043972500003,671.412365790995,671.9000579579952,671.9000579579952,671.9725012499985,671.9725012499985,673.7525326659961,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,673.7616897909975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,63,down,1,-2,-2,,673.7536676249947,673.7616897909975,674.2501504159954,674.2501504159954,674.3231419160002,674.3231419160002,674.9029314579966,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,674.9127597499973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,64,down,1,-6,-6,-30,674.9043596659976,674.9127597499973,675.4001959159941,675.4001959159941,675.472442833001,675.472442833001,675.9696929159982,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,675.9794342079986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,65,down,0.5,-2.0,-2.0,,675.9712115000002,675.9794342079986,676.4670379999952,676.4670379999952,676.539007374995,676.539007374995,677.1044415829965,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,677.114540040995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,66,up,0.5,1.0,1.0,30,677.1061328329961,677.114540040995,677.6003766249996,677.6003766249996,677.6738647499951,677.6738647499951,678.3927474579978,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,678.4025207909945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,67,down,0.5,1.0,1.0,30,678.3941657909963,678.4025207909945,678.8925906660006,678.8925906660006,678.9674802500012,678.9674802500012,679.9034860829997,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,679.9134192499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,68,up,0.5,-5.5,-5.5,-30,679.9052111659985,679.9134192499987,680.4004127500011,680.4004127500011,680.4733029159979,680.4733029159979,681.1255536659955,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,681.1506562909999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,69,down,0.5,-7.5,-7.5,-30,681.1267504159987,681.1506562909999,681.626033540997,681.626033540997,681.7009727499972,681.7009727499972,682.8538695829993,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,682.8631910409968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,70,down,1,-3,-3,,682.8551281249966,682.8631910409968,683.350453291001,683.350453291001,683.4234704159971,683.4234704159971,684.2866629579948,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,684.2963117499967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,71,down,0.5,-2.5,-2.5,,684.2879957499972,684.2963117499967,684.7839472909982,684.7839472909982,684.8560132909988,684.8560132909988,685.6369118750008,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,685.6471575830001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,72,down,0.5,-6.0,-6.0,-30,685.6387489580011,685.6471575830001,686.1338508330009,686.1338508330009,686.206541874999,686.206541874999,687.5215172909957,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,687.531140082996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,73,up,0.5,1.5,1.5,30,687.5228598749964,687.531140082996,688.0173681659944,688.0173681659944,688.0893266659987,688.0893266659987,688.8586773749994,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,688.8677164999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,74,down,0.5,-8.0,-8.0,-30,688.8598342499972,688.8677164999972,689.359392624996,689.359392624996,689.4344318329968,689.4344318329968,691.5596125000011,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,691.5696414159975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,75,down,0.5,0.5,0.5,30,691.5609623329947,691.5696414159975,692.0612059999985,692.0612059999985,692.1349619999964,692.1349619999964,693.0931535409982,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,693.1031546659942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,76,down,0.5,-3.0,-3.0,,693.0946021659984,693.1031546659942,693.5931157079976,693.5931157079976,693.6681132909944,693.6681132909944,694.3263568749971,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,694.3511579159967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,77,down,1,-4,-4,,694.3274995409956,694.3511579159967,694.826655249999,694.826655249999,694.9014783329985,694.9014783329985,695.6257084159952,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,695.6512213329988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,78,up,0.5,-2.5,-2.5,,695.6269534159946,695.6512213329988,696.1264789159977,696.1264789159977,696.2015442499978,696.2015442499978,697.1205853749998,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,697.1307072499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,79,down,0.5,1.0,1.0,30,697.1224634579994,697.1307072499985,697.6172803749942,697.6172803749942,697.6900972079966,697.6900972079966,698.5044997500008,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,698.5141242909958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,80,up,0.5,-3.5,-3.5,,698.5059699579942,698.5141242909958,699.0004378749945,699.0004378749945,699.0729804579969,699.0729804579969,699.7705528750012,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,699.7807700829944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,81,up,0.5,1.0,1.0,30,699.7723623329948,699.7807700829944,700.2677661659982,700.2677661659982,700.3398414580006,700.3398414580006,700.8435486249946,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,700.8533349999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,82,down,0.5,-6.5,-6.5,-30,700.8449695829986,700.8533349999998,701.3436246249985,701.3436246249985,701.4183275830001,701.4183275830001,702.27058425,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,702.2800101249959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,83,down,0.5,-8.5,-8.5,-30,702.2718286659947,702.2800101249959,702.7678472909975,702.7678472909975,702.840039374998,702.840039374998,703.6716664159976,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,703.6814977499962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,84,up,0.5,-3.0,-3.0,,703.673259790994,703.6814977499962,704.1680462079967,704.1680462079967,704.2403214579972,704.2403214579972,707.5038861249996,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,707.5129517499954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,85,down,0.5,-7.0,-7.0,-30,707.5050454160009,707.5129517499954,708.0014450409944,708.0014450409944,708.0734022499964,708.0734022499964,709.038463541001,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,709.0486279999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,86,up,0.5,1.5,1.5,30,709.0402488330001,709.0486279999968,709.5349585829972,709.5349585829972,709.6072319999948,709.6072319999948,710.120988540999,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,710.1312545830006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,87,down,0.5,-3.0,-3.0,,710.1230170409981,710.1312545830006,710.6182067080008,710.6182067080008,710.6903995409957,710.6903995409957,711.5193031249946,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,711.5249467079993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,88,up,0.5,-8.0,-8.0,-30,711.5204571249997,711.5249467079993,712.0114600409943,712.0114600409943,712.0854692079956,712.0854692079956,712.8542090829942,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
