center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
6,-15.0,,127,127,0,,,,,100,0,,,,,c+6,negs,0.75,period,1.322798416003934,None,None,,,,,,,,,,,0,127,127,522,250.35230470799434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.34776749998855,250.35230470799434,251.0921179579891,251.0921179579891,251.0921179579891,251.16575224998815,251.16575224998815,251.16575224998815,251.68470133299707,period,1.322798416003934,None,251.6848234999925,251.6848753749946,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,128,128,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.8336077499989187,None,None,,,,,,,,,,,0,128,128,286,251.69577208299597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.68722420799895,251.69577208299597,252.93215874998714,252.93215874998714,252.93215874998714,253.00388016698707,253.00388016698707,253.00388016698707,253.5354097919917,period,1.8336077499989187,None,253.5355744579865,253.53563308299636,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,129,129,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.5100856249919161,None,None,,,,,,,,,,,0,129,129,404,253.5467991669866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.53786362499523,253.5467991669866,254.53131320799002,254.53131320799002,254.53131320799002,254.6050522079895,254.6050522079895,254.6050522079895,255.06850929198845,period,1.5100856249919161,None,255.06861504199333,255.06865762498637,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,130,130,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.7695825409900863,None,None,,,,,,,,,,,0,130,130,697,255.08254733298963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0705990419956,255.08254733298963,256.3154138329992,256.3154138329992,256.3154138329992,256.3879230829916,256.3879230829916,256.3879230829916,256.8569671249861,period,1.7695825409900863,None,256.85707141699095,256.85711287499,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,131,131,0,,,,,100,0,,,,,c-4,poss,1.0,z,1.5686260829970706,None,None,,,,,,,,,,,0,131,131,80,256.86852795799496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.8594859579898,256.86852795799496,257.85867762498674,257.85867762498674,257.85867762498674,257.9324737079878,257.9324737079878,257.9324737079878,258.45151945798716,z,1.5686260829970706,None,258.45162183299544,258.45166445799987,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,132,132,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1060377919930033,None,None,,,,,,,,,,,0,132,132,385,258.46247333299834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.45361062498705,258.46247333299834,258.9489704999869,258.9489704999869,258.9489704999869,259.0210177919944,259.0210177919944,259.0210177919944,259.5732533749979,period,1.1060377919930033,None,259.57338070799597,259.57342658299603,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,133,133,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.7587627920001978,None,None,,,,,,,,,,,0,133,133,702,259.58458358299686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.5753852919879,259.58458358299686,260.82492074999027,260.82492074999027,260.82492074999027,260.89942445799534,260.89942445799534,260.89942445799534,261.35245799999393,period,1.7587627920001978,None,261.3526218749903,261.35267570799624,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,134,134,0,,,,,100,0,,,,,c+6,poss,1.25,period,1.8952063339966116,None,None,,,,,,,,,,,0,134,134,252,261.36403529199015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.3553443749988,261.36403529199015,262.5989942919987,262.5989942919987,262.5989942919987,262.67167949999566,262.67167949999566,262.67167949999566,263.26873045798857,period,1.8952063339966116,None,263.26883604199975,263.26887774998613,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,135,135,0,,,,,100,0,,,,,c-4,poss,1.25,z,1.7704500000108965,None,None,,,,,,,,,,,0,135,135,95,263.2792589999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2708815419901,263.2792589999881,264.5158398749918,264.5158398749918,264.5158398749918,264.58846691699,264.58846691699,264.58846691699,265.05278279198683,z,1.7704500000108965,None,265.0529288749967,265.05298579199007,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,136,136,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.2525249580066884,None,None,,,,,,,,,,,0,136,136,139,265.0638337499986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.05513016699115,265.0638337499986,265.79909091698937,265.79909091698937,265.79909091698937,265.8714516669861,265.8714516669861,265.8714516669861,266.3191137499962,z,1.2525249580066884,None,266.3192402919958,266.31929558298725,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,137,137,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.7769832499907352,None,None,,,,,,,,,,,0,137,137,377,266.3303911249968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.3215387079981,266.3303911249968,267.56593341699045,267.56593341699045,267.56593341699045,267.6394586249953,267.6394586249953,267.6394586249953,268.1187102079857,period,1.7769832499907352,None,268.118841042,268.11889349999547,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,138,138,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.7368257500056643,None,None,,,,,,,,,,,0,138,138,633,268.1297718749993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.1210841669963,268.1297718749993,269.3659547499992,269.3659547499992,269.3659547499992,269.43816466699354,269.43816466699354,269.43816466699354,269.86955558299087,z,1.7368257500056643,None,269.8697004579881,269.8697562499874,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,139,139,0,,,,,100,0,,,,,c+8,negs,1.0,period,1.4735021249944111,None,None,,,,,,,,,,,0,139,139,565,269.88086008299433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8720842079929,269.88086008299433,270.8661584169895,270.8661584169895,270.8661584169895,270.93807162498706,270.93807162498706,270.93807162498706,271.3585285829904,period,1.4735021249944111,None,271.35862587500014,271.35867820799467,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,140,140,0,,,,,100,0,,,,,c+8,negs,0.5,period,1.1063223340024706,None,None,,,,,,,,,,,0,140,140,550,271.368892457991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.3606368329929,271.368892457991,271.8585872499971,271.8585872499971,271.8585872499971,271.9329657079943,271.9329657079943,271.9329657079943,272.4854924999963,period,1.1063223340024706,None,272.4857364579948,272.48583416698966,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,141,141,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.4548888749995967,None,None,,,,,,,,,,,0,141,141,595,272.4971763329959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.48832299999776,272.4971763329959,273.4827052499895,273.4827052499895,273.4827052499895,273.554817332988,273.554817332988,273.554817332988,273.95828641699336,z,1.4548888749995967,None,273.9584116249898,273.9584701249987,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,142,142,0,,,,,100,0,,,,,c+8,negs,0.75,period,1.250195458997041,None,None,,,,,,,,,,,0,142,142,557,273.96901891699235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.96090891699714,273.96901891699235,274.7098386669968,274.7098386669968,274.7098386669968,274.78331841698673,274.78331841698673,274.78331841698673,275.2250652919902,period,1.250195458997041,None,275.2252045419882,275.22525945799134,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,15.0,,143,143,0,,,,,100,0,,,,,c-6,poss,0.75,z,1.1760272920073476,None,None,,,,,,,,,,,0,143,143,40,275.235793749991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.2275973749929,275.235793749991,275.97580174999894,275.97580174999894,275.97580174999894,276.0501649999933,276.0501649999933,276.0501649999933,276.4196957499953,z,1.1760272920073476,None,276.4198404169874,276.4198959579953,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,15.0,,144,144,0,,,,,100,0,,,,,c-2,poss,1.0,period,1.4044597920001252,None,None,,,,,,,,,,,0,144,144,118,276.4308909169922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.4221340419899,276.4308909169922,277.41614329199365,277.41614329199365,277.41614329199365,277.4882684169861,277.4882684169861,277.4882684169861,277.8417450829875,period,1.4044597920001252,None,277.8418661249889,277.84191999999166,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,145,145,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.4204648329905467,None,None,,,,,,,,,,,0,145,145,625,277.85273941699415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.8442370829871,277.85273941699415,278.8419970419927,278.8419970419927,278.8419970419927,278.9168542499974,278.9168542499974,278.9168542499974,279.2858581249893,z,1.4204648329905467,None,279.2860150419874,279.28606854198733,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,146,146,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.6987852079910226,None,None,,,,,,,,,,,0,146,146,440,279.2971589999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2887203749997,279.2971589999943,280.5330827500002,280.5330827500002,280.5330827500002,280.6067271249922,280.6067271249922,280.6067271249922,281.0021834999934,period,1.6987852079910226,None,281.0022828749934,281.0023254169937,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,147,147,0,,,,,100,0,,,,,c+4,negs,1.0,period,1.5439775419945363,None,None,,,,,,,,,,,0,147,147,496,281.012870541992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.00429483299376,281.012870541992,281.9998395829898,281.9998395829898,281.9998395829898,282.0718977499928,282.0718977499928,282.0718977499928,282.5690505829989,period,1.5439775419945363,None,282.56917324999813,282.56922516699706,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,148,148,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.2643676250008866,None,None,,,,,,,,,,,0,148,148,620,282.5799953329988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.57135037498665,282.5799953329988,283.3155034169904,283.3155034169904,283.3155034169904,283.3887229999964,283.3887229999964,283.3887229999964,283.8528805419919,z,1.2643676250008866,None,283.8530438329908,283.85310316699906,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,15.0,,149,149,0,,,,,100,0,,,,,c+2,poss,1.0,period,1.481111666013021,None,None,,,,,,,,,,,0,149,149,180,283.8638846669928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.85550449999573,283.8638846669928,284.84985849999066,284.84985849999066,284.84985849999066,284.921757374992,284.921757374992,284.921757374992,285.3528752079874,period,1.481111666013021,None,285.35302191699157,285.35308237498975,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,150,150,0,,,,,0,100,,,,,c+0,noss,1.25,period,1.8529535840061726,None,None,,,,,,,,,,,0,150,150,669,285.36431733299105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.3554797919933,285.36431733299105,286.59986308299995,286.59986308299995,286.59986308299995,286.6720114579948,286.6720114579948,286.6720114579948,287.2199160829914,period,1.8529535840061726,None,287.2200907499937,287.2201489579893,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,151,151,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.772431624995079,None,None,,,,,,,,,,,0,151,151,382,287.2316225419927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.22282391699264,287.2316225419927,288.4660309579922,288.4660309579922,288.4660309579922,288.5383894169936,288.5383894169936,288.5383894169936,289.008960207997,period,1.772431624995079,None,289.0090875829919,289.0091400829988,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,15.0,,152,152,0,,,,,100,0,,,,,c+4,poss,0.5,period,21.6496645409934,None,None,,,,,,,,,,,0,152,152,194,289.01975845798734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0111367079953,289.01975845798734,289.50928691698937,289.50928691698937,289.50928691698937,289.5838880419906,289.5838880419906,289.5838880419906,310.67614112498995,period,21.6496645409934,None,310.6762666669965,310.6763221669971,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,153,153,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.1396152500092285,None,None,,,,,,,,,,,0,153,153,146,310.6873859999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6788688749948,310.6873859999905,311.67745512499823,311.67745512499823,311.67745512499823,311.7512934579863,311.7512934579863,311.7512934579863,311.83715808299894,z,1.1396152500092285,None,311.8373147079983,311.83737779199146,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,154,154,0,,,,,100,0,,,,,c+0,poss,0.75,z,2.1115170830016723,None,None,,,,,,,,,,,0,154,154,136,311.8491487079882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.84009149999474,311.8491487079882,312.58414912498847,312.58414912498847,312.58414912498847,312.65678866699454,312.65678866699454,312.65678866699454,313.9706589169946,z,2.1115170830016723,None,313.97082329199475,313.97099241698743,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,155,155,0,,,,,100,0,,,,,c+4,negs,1.0,period,1.5660094579943689,None,None,,,,,,,,,,,0,155,155,503,313.9823462919885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.9735737499868,313.9823462919885,314.9676083749946,314.9676083749946,314.9676083749946,315.04036237498804,315.04036237498804,315.04036237498804,315.55415037499915,period,1.5660094579943689,None,315.5542875829997,315.55435716699867,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,15.0,,156,156,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.5918236249999609,None,None,,,,,,,,,,,0,156,156,172,315.56551079198834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.55687295799726,315.56551079198834,316.30088395799976,316.30088395799976,316.30088395799976,316.372850832995,316.372850832995,316.372850832995,317.15986741699453,z,1.5918236249999609,None,317.1600039999903,317.16005849999783,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,157,157,0,,,,,100,0,,,,,c+0,poss,0.5,period,1.0546914159931475,None,None,,,,,,,,,,,0,157,157,134,317.17072733299574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.1620792919857,317.17072733299574,317.66056049999315,317.66056049999315,317.66056049999315,317.7348186249874,317.7348186249874,317.7348186249874,318.2373454999906,period,1.0546914159931475,None,318.2374982919864,318.23755616699054,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,158,158,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.1603895830048714,None,None,,,,,,,,,,,0,158,158,615,318.2487096669938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.2399054999987,318.2487096669938,318.73357166699134,318.73357166699134,318.73357166699134,318.8064627079875,318.8064627079875,318.8064627079875,319.42046366698924,z,1.1603895830048714,None,319.4205900419911,319.4206428749894,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,159,159,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.2374715829937486,None,None,,,,,,,,,,,0,159,159,228,319.4313655829901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.422875749995,319.4313655829901,319.91777595799067,319.91777595799067,319.91777595799067,319.9898283329967,319.9898283329967,319.9898283329967,320.6721613749978,period,1.2374715829937486,None,320.6722966249945,320.6723541669926,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,160,160,0,,,,,100,0,,,,,c+6,poss,0.75,z,1.5277957079961197,None,None,,,,,,,,,,,0,160,160,236,320.6835666249972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.67481941699225,320.6835666249972,321.41777804199955,321.41777804199955,321.41777804199955,321.48954666699865,321.48954666699865,321.48954666699865,322.22132366699225,z,1.5277957079961197,None,322.2214782079973,322.2215396249958,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,161,161,0,,,,,100,0,,,,,c+6,negs,0.75,period,1.1448717910097912,None,None,,,,,,,,,,,0,161,161,527,322.2330500829994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.22420162499475,322.2330500829994,322.96786141699704,322.96786141699704,322.96786141699704,323.0412798329926,323.0412798329926,323.0412798329926,323.38730683299946,period,1.1448717910097912,None,323.3874608749902,323.38751733298704,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,162,162,0,,,,,100,0,,,,,c+4,negs,0.5,period,1.0865379169990774,None,None,,,,,,,,,,,0,162,162,485,323.3994153329986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.39054279199627,323.3994153329986,323.88453408298665,323.88453408298665,323.88453408298665,323.9565709999879,323.9565709999879,323.9565709999879,324.4980084169947,period,1.0865379169990774,None,324.4981066249893,324.498155082998,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,163,163,0,,,,,0,100,,,,,c+0,noss,1.25,z,2.056227375011076,None,None,,,,,,,,,,,0,163,163,665,324.50453595799627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.50010516699695,324.50453595799627,325.74379904198577,325.74379904198577,325.74379904198577,325.8185085419973,325.8185085419973,325.8185085419973,326.57082412499585,z,2.056227375011076,None,326.57099099998595,326.5710473749932,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,164,164,0,,,,,100,0,,,,,c+6,negs,1.25,period,1.7257938750117319,None,None,,,,,,,,,,,0,164,164,543,326.5826421249949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.5737346669921,326.5826421249949,327.8180599579937,327.8180599579937,327.8180599579937,327.89005033299327,327.89005033299327,327.89005033299327,328.32101420799154,period,1.7257938750117319,None,328.32115724998584,328.3212104999984,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
